mapping_id,visa_id,source_table,source_row_id,source_group_id,source_group_path,target_table,target_row_id,mapping_action,target_condition_group,target_condition_operator,source_document_id,source_document_name,source_page,source_page_basis,page_mapping_method,valid_from,valid_to,validity_mapping_method,mapping_status,blocking_reason,recommended_destination,mapping_note
9b5cc3a6-104d-599c-9011-75475f2e05c0,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirements.csv,78dca2d7-f771-553a-b788-46c9ff56d633,,,visa_requirements.csv,78dca2d7-f771-553a-b788-46c9ff56d633,transform,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,1,converted_pdf_page,manual_verified_section_page,2025-03-07,2026-09-18,source_application_period,ready,,visa_requirements.csv,"visa_id는 재사용한다. program_type은 REGIONAL_SPECIALIZED, target_regions_json은 | 구분 target_region, 17차 total_quota=311과 quota_type=LIMITED로 변환한다."
793b157d-210d-5446-bdb8-f742b635d0aa,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,2a9238b5-4aa5-582a-953a-ee817ffa34c8,b5596868-2ac9-5b69-a226-f99d353ef26b,root > applicant_status > e74_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
4aeeea63-90e7-53ed-b12d-e7c39071e823,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,e6d7166a-7ebe-5c9b-bc60-0131d276d9d5,e83cb691-3147-52cc-9d0a-3371e0d57dd4,root > applicant_status > e74_path > e74_status_options,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
a9ec921d-47ff-5110-9fbc-3d4c4aadf4eb,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,e9aba827-5cda-5bdc-a82b-055fe7ccd15a,e83cb691-3147-52cc-9d0a-3371e0d57dd4,root > applicant_status > e74_path > e74_status_options,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
3afd4825-258c-5756-b447-0967868146b6,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,02666ce3-947e-540d-b86f-7a80fe14d699,e83cb691-3147-52cc-9d0a-3371e0d57dd4,root > applicant_status > e74_path > e74_status_options,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
791b8765-79e2-5ca1-afcf-ffd285e44ffa,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,b7f5658e-efdf-55e6-a7cf-44f4224711e3,7f3ab7dc-0d1f-5a35-bc0c-8450c8aa79e4,root > applicant_status > e74r_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
71294c7c-ed3d-53fb-8019-2055472c24f5,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,ed8afd67-76fe-5003-adb9-e746cdf66194,7f3ab7dc-0d1f-5a35-bc0c-8450c8aa79e4,root > applicant_status > e74r_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
bb2707de-c810-5a71-b231-b8ad5c5df89e,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,e52f2814-b5b5-5bd2-9f10-0f30b25662cd,e559bcd4-1e45-5970-9061-05c5bcd44686,root > education_or_income > education_path > education_degree_status,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
d7474f21-47a3-52cd-85b5-7892da49b1f7,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,9b1688a1-763b-54da-95ef-38d3cb326797,e255047c-e033-56a3-9109-d86c453dd0b7,root > education_or_income > education_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
c6a9d992-377b-594f-99c1-4c37360d5d2f,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,33f0eed5-5231-5802-b743-0e6c7f635b91,ccd2a111-2d61-510b-9189-88c826bdc9a4,root > education_or_income > education_path > education_degree_status > education_expected_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
0b2ae2a2-c6e9-57cf-bb98-e97661621e36,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,f565e333-063e-5873-bba6-2576093b0698,ccd2a111-2d61-510b-9189-88c826bdc9a4,root > education_or_income > education_path > education_degree_status > education_expected_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,3,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
9d7dffef-e8f5-5131-8ba2-9014526d2eed,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,3d482d2f-83a6-542f-bf97-06cf466d4df2,d22ad9c0-b472-5c49-a135-67d0b2fc434a,root > education_or_income > income_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,4,converted_pdf_page,manual_verified_criteria_page_rule,2026-01-01,2026-09-18,source_row_interval,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
43326d87-2119-5b1e-a1f0-8705a77713b3,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,f3fcd8d6-afcc-5018-ac81-759c6339984e,d22ad9c0-b472-5c49-a135-67d0b2fc434a,root > education_or_income > income_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,4,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
056e3d68-2c86-5e44-a6d7-61184c075b46,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,f33dcad1-df03-5a50-bd3e-dd464d12a6a5,d22ad9c0-b472-5c49-a135-67d0b2fc434a,root > education_or_income > income_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,4,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
30c0226c-145c-5592-afe8-905c84395264,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,b38b821c-ddb6-5334-9b4d-80507f04e7c0,d22ad9c0-b472-5c49-a135-67d0b2fc434a,root > education_or_income > income_path,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,4,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
b9dd3003-4b55-5908-90fe-c084b89f74e7,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,89209af0-00ac-5d71-95ef-12bb47332b74,3641ad2c-2523-5aa4-ac30-59af0786c6f5,root > residence,visa_requirement_criteria.csv,251ec1d3-af11-4063-9589-ad35d8cdb62a,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,4,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
36458d10-4350-5317-a92d-5bb71fb3ce9e,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,270746fe-770b-5419-a392-c6f75bf24fe1,3641ad2c-2523-5aa4-ac30-59af0786c6f5,root > residence,visa_requirement_criteria.csv,e9747115-8c16-4d26-8298-b1af69cd3724,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,4,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
19a724fe-c404-5037-8f09-bfe92a2f73eb,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,c843fa0b-2249-5202-a9e6-819c7bd536a2,3641ad2c-2523-5aa4-ac30-59af0786c6f5,root > residence,visa_requirement_criteria.csv,6da1730c-45a4-4638-b159-7ffe3b79e970,direct,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,4,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,ready,,visa_requirement_criteria.csv,그룹 없는 행으로 두어 다른 자격요건과 AND로 결합한다.
ef99217b-cf09-5c19-8cd0-24fc6a96424b,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,b10ef77f-ea4c-5aa5-8f73-df866773d28a,9696027e-21c2-5549-97e5-1fd1a873b5a7,root > economic_activity > employment,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2025-03-07,2026-09-18,inherited_master_application_period,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
4d65008c-c3f3-5faf-9dd3-9f5744d9c4ef,78dca2d7-f771-553a-b788-46c9ff56d633,visa_requirement_criteria.csv,f1a32361-3f23-557f-bd10-c4ea7095b163,9696027e-21c2-5549-97e5-1fd1a873b5a7,root > economic_activity > employment,visa_requirement_criteria.csv,,manual_review,,,r17_announcement_2026_df1fdde9,1. 충북 지역특화형 비자 사업 지역우수인재(F-2-R) 공고문(2026년 17차).pdf,5,converted_pdf_page,manual_verified_criteria_page_rule,2026-01-01,2026-09-18,source_row_interval,blocked,flat_schema_cannot_represent_nested_and_or,visa_requirement_criteria.csv after schema/team decision,중첩 AND/OR 원식을 평탄화하면 필수조건이 누락되므로 이관을 차단한다.
