record_id,requirement_type,criterion_name,raw_text,value_numeric,value_text,unit,operator,measurement_window_value,measurement_window_unit,condition_group,condition_operator,status,source_document,source_page,source_section,notes
REQ-105,,,※ 관할 출입국·외국인관서는 ｢외국인 불법고용주 등에 대한 사증발급인정서 발급 등 제한 세부 기준｣ 준용하여 고용주 요건 심사다. 제외 대상,,,,,,,G27,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,자격 요건 > 고용기업 및 고용주 요건가. 고용기업 요건,
REQ-106,,,"❍ (적용) 고용업체에 세금(국세, 지방세) 체납 사실이 있는 경우 제외함",,,,,,,G28,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,자격 요건 > 고용기업 및 고용주 요건가. 고용기업 요건,
REQ-107,,,"❍ (특례) 신규 도입이 아닌 기존 근로자에 대한 조치이므로 시행일     이전 적발 불법고용 전력 등에 따른 고용제한 면제   -「외국인 불법고용주 등에 대한 사증발급인정서 발급 등 제한 기준」     (체류관리과-5726, ’23.7.26.)의 적용을 K-point E74 시행일(’23.9.25) 이전 적발     건에 한 해 한시적 면제(시행일 이후 적발 건은 기존대로 정상 적용)",,,,,,,G29,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,자격 요건 > 고용기업 및 고용주 요건가. 고용기업 요건,
REQ-108,,,❍ (체류기간) 최대 2년 1개월 범위 내에서 ‘근로계약기간 + 1개월’ 부여,,,,,,,G30,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,자격 요건 > 체류허가 사항,
REQ-109,,,❍ (허가조건) 체류자격을 받은 날로부터 3년 이상 추천지역(인구감소지역 또는 인구감소관심지역)에서 거주하면서 취업활동을 하고자 할 것,,,,,,,G31,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,자격 요건 > 체류허가 사항,
REQ-110,,,"※ 단, 2년 이후 동일 광역자치단체 내 인구감소지역 시군으로 이주 가능",,,,,,,G31,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,자격 요건 > 체류허가 사항,
REQ-111,unclassified,,"4 |  | 제출서류

<시군 제출 서류>",,,,,,,,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,제출서류,자동 분류되지 않은 원문 조각 - 사람이 확인 필요
REQ-112,,,※ 지역특화 숙련기능인력(E-7-4R) 계약서 제출 5. (외국인 본인) 세무서 발행 소득금액증명원(최근 2년간 평균소득 확인용)  6. (외국인 본인) 한국어능력 입증서류,,,,,,,,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,"제출서류 > 필수 서류 : 모든 신청자 반드시 제출 1. (외국인 본인) 지역특화형 비자 추천 신청서(서식1), 여권사본(인적사항면), 사진,                 외국인등록증, 외국인등록사실증명, (필요시)위임장(서식1-2) 2. (외국인 본인) 점수제 자체 심사표(서식3) 3. (외국인 본인) 신상 기술서(서식4) 4. (외국인 본인) 표준근로계약서(서식6)",
REQ-113,,,"- 한국어능력 입증을 TOPIK으로 할 경우만 점수표를 제출하고, 사회통합프로그램 이수나 사전평가 점수로 하는 경우 이수증이나 사전평가 성적표 제출 생략 7. (외국인 본인) 신원보증서(서식7-별지 제129호) → 고용주가 신원보증인  8. (외국인 본인) 거주지 입증서류(󰃚 부동산임대차계약서, 부동산등기부등본 등)  9. (현재 근무처) 사업자등록증 사본 또는 농업경영체등록(국립농산물품질관리원) 10. (현재 근무처) 납세증명서, 지방세납세증명서(기업의 세금체납 여부 확인용) 11. (현재 근무처) 4대 보험 가입자 명부(고용보험 가입자 명부) 또는 농업경영체등록(국립농산물품질관리원), 공사금액입증 서류(건설업에 한함) 12. (현재 근무처) 고용기업 추천서(서식5) 및 추천자 신분증 사본",,,,,,,,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,"제출서류 > 필수 서류 : 모든 신청자 반드시 제출 1. (외국인 본인) 지역특화형 비자 추천 신청서(서식1), 여권사본(인적사항면), 사진,                 외국인등록증, 외국인등록사실증명, (필요시)위임장(서식1-2) 2. (외국인 본인) 점수제 자체 심사표(서식3) 3. (외국인 본인) 신상 기술서(서식4) 4. (외국인 본인) 표준근로계약서(서식6)",
REQ-114,,,"* (발급기관) 충청북도 / (유효기간) 발급일로부터 3개월 2. 통합신청서(서식9-별지 제34호), 여권사본 등 시군 제출 서류 일체",,,,,,,,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,"제출서류 > 추가 서류 : 해당자에 한 해 제출 1. (외국인 본인) 국내 자격증 사본(가점 해당자만 제출) 2. (외국인 본인) 국내 학위증 사본(가점 해당자만 제출) 3. (외국인 본인) 국내 운전면허증사본(가점 해당자만 제출) 4. (외국인 본인) 구직등록필증 사본(구직 중인 E9, E10, H2 제출) 5. (현재 근무처) 원청확인서 또는 기자재업체확인서(조선업만 해당) 6. (현재 근무처) 내항여객운송사업면허증 또는 내항화물운송사업등록증              (내항정기운송사업만 해당)<법무부 제출 서류> 1. 광역지자체장 추천서(서식8)",
REQ-115,unclassified,,5 |  | 추천서 발급 신청방법 및 결과안내,,,,,,,,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,자동 분류되지 않은 원문 조각 - 사람이 확인 필요
REQ-116,,,❍ (신청방법) 시군 담당부서 방문 접수,,,,,,,G32,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-117,,,- (접수기준) 신청서 작성 및 서류완료 시점,,,,,,,G32,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-118,,,※ 보완요청 시 접수 미인정,,,,,,,G32,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-119,,,"※ 본인 신청을 원칙으로 하되, 부득이한 경우 행정사 등 대리신청*도 가능",,,,,,,G32,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-120,,,"* 대리신청의 경우 [서식1-2] 위임장 함께 제출(본인 동행 시 위임장 생략)        ** 신청인의 지인·동료, 행정서류 대행 자격이 없는 자 대리신청 불가",,,,,,,,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-121,,,"❍ (신청 유의사항) 타 지자체 중복신청 금지, 모든 서류 A4 용지 형식 제출",,,,,,,G33,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-122,,,❍ (문 의 처) 충청북도 외국인정책추진단(☎ 043-220-2693)                시군별 지역특화비자 담당부서(아래 참고),,,,,,,G34,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-123,,,"❍ (접 수 처) 거주 지역 지역특화비자 담당부서
연번 | 시군명(관할출입국) | 부서명 | 주소 | 대표번호 | 비고
1 | 제천시(청주-출) | 미래정책과 | 충북 제천시 내토로 295, 본관 3층, 미래정책과 | 043-641-5034 | 
2 | 보은군(청주-출) | 미래전략과 | 충북 보은군 보은읍 군청길 38,본관 3층, 미래전략과 | 043-540-3708 | 
3 | 옥천군(대전-출) | 행  정  과 | 충북 옥천군 옥천읍 중앙로 99,1층, 행정과 | 043-730-3164 | 
4 | 영동군(대전-출) | 미래전략과 | 충북 영동군 영동읍 동정로 1,본관 3층, 미래전략과 | 043-740-3057 | 
5 | 괴산군(청주-출) | 미래전략과 | 충북 괴산군 괴산읍 임꺽정로90,본관2층, 미래전략과 | 043-830-3208 | 
6 | 단양군(청주-출) | 미래전략과 | 충북 단양군 단양읍 중앙1로 10, 본관3층, 미래전략과 | 043-420-3115 |",,,,,,,G35,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-124,,,"❍ 추진체계
<①모집공고> | → | <②서류 제출> | → | <③추천자 심사> | → | <④체류자격 변경 신청>
공고기간 | 외국인 → 시군 | 시군(도는 법무부/관할출입국에 명단 통보) | 외국인 → 하이코리아
수시 공고(수정사항 발생시 재공고) |  | ○ 쿼터 소진시까지 상시접수주1",,,,,,,G36,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-125,,,"- 시군 담당부서에서 접수 가능 |  | 매주 취합제출주2 |  | 하이코리아전자민원 접수주3
주1) 서류 구비 여부 등을 검토하고 미비 서류 보완 요청(서류 보완 상황에 따라 추천서 발급 기간 변동 가능) 주2) 접수 서류에 대해 스캔하여 보관",,,,,,,G36,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-126,,,* 접수된 서류에 대해서는 스캔 후 반환(시군 → 외국인) 주3) 지역특화형 비자 숙련기능인력(E-7-4R)은 하이코리아 전자민원 신청(방문접수 아님),,,,,,,,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,추천서 발급 신청방법 및 결과안내,
REQ-127,unclassified,,6 |  | 기타 사항,,,,,,,,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,자동 분류되지 않은 원문 조각 - 사람이 확인 필요
REQ-128,,,"❍ 추천서 발급 이후 체류자격 변경 신청 시, 해외범죄경력조회 등 법무부 심사 결과에 따라 체류자격이 반려될 수 있음(지자체장 추천서 효력 소멸)",,,,,,,G37,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,
REQ-129,,,❍ 추천서 발급 유효기간인 3개월 내 관할 출입국·외국인관서에 자격변경 미신청 시 추천 자동 취소,,,,,,,G38,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,
REQ-130,,,"❍ 접수기간 중 서류 보완이 이루어지지 않을 경우, 추천서가 발급되지 않음",,,,,,,G39,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,
REQ-131,,,❍ 지역특화형 비자로 자격변경 허가를 득하기 전 근무 개시불가,,,,,,,G40,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,
REQ-132,,,"❍ 지역특화형 순력기능인력 비자(E-7-4R)는 인구감소지역에서 3년 이상 거주하며 취업하는 조건으로 발급되는 체류자격으로서, 허가조건 위반시 출입국관리법 제89조제1항 및 제68조제1항에 따라 체류자격이 취소되고 출국명령처분을 받게 됨",,,,,,,G41,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,
REQ-133,,,❍ 비자전환승인은 법무부 및 출입국관서의 소관업무로 충청북도는 비자전환에 따른 도지사 추천서 발급 업무를 수행함,,,,,,,G42,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,
REQ-134,,,"❍ 지자체가 추천하는 지역특화형 숙련기능인력 중복지원 발견시 추천 취소 및 당해 사업 기간 중 추천이 제한되므로 반드시 확인 바라며, 허위서류 제출에 따른 불이익 및 민·형사상 책임은 신청인 본인에게 귀속됨",,,,,,,G43,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,
REQ-135,,,"❍ 본 공고문에서 구체적으로 정하지 않은 사항 등에 대해서는 법무부 지역특화형 비자 운영지침에 따름


[서  식]",,,,,,,G44,,not_checked,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,,기타 사항,
